Tiempo (s), Cal1 (%), Cal2 (%), Temp1 (°C), Temp2 (°C), Set1 (°C), Set2 (°C)
2.205082702636718750e+01,2.000000000000000000e+01,2.000000000000000000e+01,3.093799999999999883e+01,3.128099999999999881e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.305315208435058594e+01,2.000000000000000000e+01,2.000000000000000000e+01,3.103600000000000136e+01,3.137800000000000011e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.405470204353332520e+01,2.000000000000000000e+01,2.000000000000000000e+01,3.103600000000000136e+01,3.128099999999999881e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.505531907081604004e+01,2.000000000000000000e+01,2.000000000000000000e+01,3.113400000000000034e+01,3.123199999999999932e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.605710291862487793e+01,2.000000000000000000e+01,2.000000000000000000e+01,3.123199999999999932e+01,3.137800000000000011e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.705799150466918945e+01,2.000000000000000000e+01,2.000000000000000000e+01,3.142699999999999960e+01,3.137800000000000011e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.807472467422485352e+01,2.000000000000000000e+01,2.000000000000000000e+01,3.142699999999999960e+01,3.142699999999999960e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.907590937614440918e+01,2.000000000000000000e+01,2.000000000000000000e+01,3.157400000000000162e+01,3.132900000000000063e+01,2.300000000000000000e+01,2.300000000000000000e+01
3.007647418975830078e+01,2.000000000000000000e+01,2.000000000000000000e+01,3.157400000000000162e+01,3.157400000000000162e+01,2.300000000000000000e+01,2.300000000000000000e+01
3.107763671875000000e+01,2.000000000000000000e+01,2.000000000000000000e+01,3.157400000000000162e+01,3.157400000000000162e+01,2.300000000000000000e+01,2.300000000000000000e+01
3.207849717140197754e+01,2.000000000000000000e+01,2.000000000000000000e+01,3.181800000000000139e+01,3.157400000000000162e+01,2.300000000000000000e+01,2.300000000000000000e+01
